"Geneid"	"Phase1.IR1.1009.POOL.0003202425.5104.SL.0095"	"Phase1.IR1.1009.POOL.0003202427.5104.SL.0287"	".Phase1.IR1.1009.POOL.0003202429.5104.SL.0479"
"ENSG00000265422.1"	0	0	0
"ENSG00000216157.2"	0	1	0
"ENSG00000225952.1"	0	1	1
"ENSG00000264014.1"	0	0	0
"ENSG00000272796.1"	10	4	5
"ENSG00000215906.4"	13	5	6
"ENSG00000227868.2"	9	4	9
"ENSG00000004487.11"	1398	890	1297
"ENSG00000240553.1"	2	0	1
"ENSG00000263793.1"	5	0	2
"ENSG00000266802.1"	1	0	0
"ENSG00000169641.9"	981	655	855
"ENSG00000229010.1"	4	2	4
"ENSG00000206935.1"	1	1	1
"ENSG00000252578.1"	0	0	0
"ENSG00000179546.3"	1	1	2
"ENSG00000215381.3"	1	2	1
"ENSG00000261326.2"	882	506	723
"ENSG00000125944.14"	5268	3511	4967
"ENSG00000125945.10"	505	363	445
"ENSG00000249087.3"	116	91	129
"ENSG00000201405.1"	0	0	0
"ENSG00000271420.1"	7	3	2
"ENSG00000204219.5"	261	96	125
"ENSG00000232482.2"	1	0	0
"ENSG00000088280.14"	42	21	19
"ENSG00000007968.6"	2406	900	1451
"ENSG00000235052.1"	5	1	9
"ENSG00000117318.8"	335	97	138
"ENSG00000197880.4"	116	39	96
"ENSG00000229239.2"	5	3	7
"ENSG00000142676.8"	4017	4197	5946
"ENSG00000203589.2"	1	1	4
"ENSG00000244609.2"	1	0	1
"ENSG00000011007.8"	1065	499	735
"ENSG00000236810.1"	136	78	122
"ENSG00000057757.5"	3972	3273	4567
"ENSG00000011009.6"	946	271	498
"ENSG00000117308.10"	238	101	173
"ENSG00000117305.10"	1042	482	714
"ENSG00000179163.11"	750	501	657
"ENSG00000188822.6"	506	247	371
"ENSG00000264347.1"	3	1	5
"ENSG00000238538.1"	0	0	0
"ENSG00000229106.1"	226	107	134
"ENSG00000232557.3"	1	0	0
"ENSG00000264926.1"	0	0	0
"ENSG00000230228.2"	0	0	0
"ENSG00000189266.7"	309	454	520
"ENSG00000188529.10"	518	436	727
"ENSG00000215905.4"	0	0	0
"ENSG00000225315.2"	1	4	4
"ENSG00000142661.14"	23	19	29
"ENSG00000230703.1"	2	0	0
"ENSG00000142677.3"	4	6	2
"ENSG00000185436.7"	231	108	169
"ENSG00000230023.2"	4	3	0
"ENSG00000221032.3"	0	0	1
"ENSG00000266511.1"	0	0	0
"ENSG00000232298.2"	12	2	6
"ENSG00000158055.11"	9	7	8
"ENSG00000001460.13"	117	72	101
"ENSG00000001461.12"	2875	1622	2383
"ENSG00000117602.7"	4156	2302	3108
"ENSG00000266551.1"	0	0	1
"ENSG00000264443.1"	3	12	3
"ENSG00000184454.6"	6	6	5
"ENSG00000227312.2"	0	1	1
"ENSG00000239106.1"	0	0	0
"ENSG00000133226.12"	2736	1587	2262
"ENSG00000238986.1"	0	0	0
"ENSG00000169504.10"	1398	843	1104
"ENSG00000238482.1"	0	0	0
"ENSG00000020633.14"	2560	890	1381
"ENSG00000229162.1"	14	9	10
"ENSG00000261025.1"	4	3	3
"ENSG00000264371.1"	3	3	3
"ENSG00000233755.1"	5	3	5
"ENSG00000233419.2"	0	0	0
"ENSG00000231953.1"	0	0	0
"ENSG00000117614.5"	1929	1338	1881
"ENSG00000117616.13"	14596	10197	14869
"ENSG00000272432.1"	4	2	8
"ENSG00000261349.1"	484	260	365
"ENSG00000187010.14"	115	55	122
"ENSG00000224183.1"	43	23	39
"ENSG00000259984.1"	76	45	50
"ENSG00000183726.6"	4299	2740	4396
"ENSG00000252515.1"	35	14	21
"ENSG00000238889.1"	0	0	1
"ENSG00000188672.12"	74	51	63
"ENSG00000238084.3"	1	4	6
"ENSG00000266468.1"	0	0	0
"ENSG00000204178.5"	1106	603	823
"ENSG00000157978.7"	3376	873	1261
"ENSG00000225643.1"	42	11	14
"ENSG00000117643.10"	960	251	400
"ENSG00000233478.1"	1	4	10
"ENSG00000162430.12"	331	68	129
"ENSG00000255054.3"	0	0	0
"ENSG00000228172.1"	19	11	20
"ENSG00000117640.13"	1311	534	923
"ENSG00000223474.2"	25	6	13
"ENSG00000272478.1"	1	1	0
"ENSG00000127423.6"	12	4	3
"ENSG00000236528.1"	44	29	52
"ENSG00000182749.5"	383	151	262
"ENSG00000207302.1"	0	1	0
"ENSG00000117632.16"	441	225	380
"ENSG00000229786.1"	0	0	2
"ENSG00000223624.1"	0	0	2
"ENSG00000264021.1"	0	0	0
"ENSG00000266763.1"	0	0	0
"ENSG00000158006.9"	976	610	871
"ENSG00000207237.1"	1	1	0
"ENSG00000252190.1"	0	0	0
"ENSG00000252691.1"	1	0	0
"ENSG00000158008.5"	10	7	8
"ENSG00000158014.10"	6	3	10
"ENSG00000158022.6"	5	7	1
"ENSG00000265320.1"	0	0	0
"ENSG00000175087.5"	448	331	408
"ENSG00000197245.4"	4	1	2
"ENSG00000142684.7"	131	48	90
"ENSG00000236782.1"	2	2	4
"ENSG00000142675.13"	43	10	24
"ENSG00000188782.3"	4	3	5
"ENSG00000236155.2"	4	6	5
"ENSG00000130695.9"	800	436	660
"ENSG00000270733.1"	1	0	0
"ENSG00000142669.9"	1598	274	409
"ENSG00000158062.16"	1770	481	813
"ENSG00000169442.4"	3252	2690	5005
"ENSG00000176092.9"	82	44	43
"ENSG00000225854.2"	11	5	1
"ENSG00000265143.1"	0	1	1
"ENSG00000176083.13"	109	38	46
"ENSG00000131914.6"	7	6	4
"ENSG00000117682.12"	850	319	507
"ENSG00000223583.1"	55	29	41
"ENSG00000225891.1"	287	135	168
"ENSG00000198830.6"	4308	3023	4725
"ENSG00000224129.1"	0	1	1
"ENSG00000117676.9"	10310	4020	5922
"ENSG00000238705.1"	5	2	3
"ENSG00000243905.2"	5	2	6
"ENSG00000252802.1"	0	1	0
"ENSG00000229247.2"	0	0	0
"ENSG00000238316.1"	0	0	0
"ENSG00000235069.2"	0	0	0
"ENSG00000260063.1"	44	25	44
"ENSG00000117713.13"	4732	2030	3090
"ENSG00000266138.1"	24	23	27
"ENSG00000060642.6"	710	354	567
"ENSG00000241188.2"	11	3	3
"ENSG00000204160.7"	10449	4219	6765
"ENSG00000175793.10"	17	13	19
"ENSG00000226698.1"	0	0	0
"ENSG00000142751.10"	1134	558	789
"ENSG00000198746.8"	661	181	297
"ENSG00000090273.9"	934	403	694
"ENSG00000131910.4"	2	0	0
"ENSG00000175707.7"	22	8	15
"ENSG00000172746.6"	1	0	0
"ENSG00000224064.1"	1	0	1
"ENSG00000225294.1"	0	0	2
"ENSG00000253368.3"	28	21	16
"ENSG00000158246.7"	14	5	10
"ENSG00000090020.6"	551	112	230
"ENSG00000229985.2"	1	2	1
"ENSG00000214973.3"	2	2	3
"ENSG00000225159.1"	3	3	5
"ENSG00000225990.2"	0	1	0
"ENSG00000224311.1"	0	1	0
"ENSG00000142784.11"	3445	1678	2284
"ENSG00000252098.1"	0	0	0
"ENSG00000243659.1"	50	30	54
"ENSG00000186501.10"	783	265	416
"ENSG00000206888.1"	12	9	13
"ENSG00000241547.1"	95	76	99
"ENSG00000142765.13"	3202	1262	1906
"ENSG00000142733.10"	218	92	171
"ENSG00000142748.8"	1	0	4
"ENSG00000174950.6"	2	7	8
"ENSG00000231207.1"	1	1	1
"ENSG00000181773.6"	3	1	4
"ENSG00000158195.6"	8115	2750	4227
"ENSG00000241169.1"	0	1	0
"ENSG00000237429.1"	43	11	37
"ENSG00000126705.9"	277	78	121
"ENSG00000000938.8"	14884	7421	11210
"ENSG00000235912.1"	1	1	1
"ENSG00000233975.1"	0	0	4
"ENSG00000126709.10"	1772	1611	2584
"ENSG00000225886.1"	0	2	0
"ENSG00000206767.1"	0	0	1
"ENSG00000226662.2"	0	0	0
"ENSG00000207095.1"	0	0	0
"ENSG00000009780.11"	566	342	541
"ENSG00000231344.1"	27	10	19
"ENSG00000230833.1"	33	23	20
"ENSG00000117758.9"	1672	1214	1634
"ENSG00000269971.1"	75	47	71
"ENSG00000270031.1"	47	16	40
"ENSG00000223062.1"	3	6	3
"ENSG00000117751.13"	1225	785	1194
"ENSG00000252947.1"	51	125	48
"ENSG00000268552.1"	4	4	1
"ENSG00000130775.11"	14393	7049	11084
"ENSG00000117748.5"	1489	1210	1547
"ENSG00000130768.10"	39	27	35
"ENSG00000227050.1"	11	12	11
"ENSG00000158156.7"	2214	530	836
"ENSG00000158161.11"	1512	805	1206
"ENSG00000238231.2"	28	10	9
"ENSG00000240750.2"	77	20	42
"ENSG00000228589.2"	73	21	40
"ENSG00000228943.1"	0	1	1
"ENSG00000214812.3"	97	57	88
"ENSG00000253005.1"	21	7	5
"ENSG00000252429.1"	38	10	20
"ENSG00000169403.7"	9147	5872	9162
"ENSG00000126698.6"	1455	887	1411
"ENSG00000215902.1"	0	2	0
"ENSG00000269804.1"	0	0	0
"ENSG00000130770.13"	402	264	465
"ENSG00000270605.1"	99	72	118
"ENSG00000271398.1"	4	3	4
"ENSG00000130766.4"	548	133	252
"ENSG00000130772.9"	620	512	663
"ENSG00000204138.8"	690	287	503
"ENSG00000206779.1"	0	4	1
"ENSG00000229820.2"	25	7	11
"ENSG00000221216.1"	2	1	1
"ENSG00000180198.11"	483	175	246
"ENSG00000242125.2"	3258	12212	5393
"ENSG00000200087.1"	1424	16566	5947
"ENSG00000238821.1"	9	4	4
"ENSG00000231468.2"	2	0	0
"ENSG00000180098.5"	728	491	726
"ENSG00000197989.9"	750	643	591
"ENSG00000221539.1"	31	19	21
"ENSG00000120656.7"	894	547	846
"ENSG00000188060.6"	7	4	5
"ENSG00000229388.1"	37	14	37
"ENSG00000270103.2"	8	42	39
"ENSG00000162419.8"	935	630	755
"ENSG00000252777.1"	2	5	7
"ENSG00000198492.10"	1700	787	1259
"ENSG00000116329.6"	2	3	9
"ENSG00000226852.2"	1	3	2
"ENSG00000233427.1"	6	5	1
"ENSG00000199756.1"	0	3	1
"ENSG00000159023.14"	50356	31834	48255
"ENSG00000225616.2"	2	1	4
"ENSG00000206704.1"	11	6	7
"ENSG00000253304.1"	6	25	29
"ENSG00000225750.1"	59	52	74
"ENSG00000116350.11"	3688	1724	2569
"ENSG00000227637.1"	0	1	0
"ENSG00000116353.11"	262	109	141
"ENSG00000237934.1"	2	1	3
"ENSG00000060656.15"	27	31	50
"ENSG00000221550.1"	0	0	0
"ENSG00000230523.1"	2	5	5
"ENSG00000266678.1"	0	0	0
"ENSG00000225011.4"	0	0	3
"ENSG00000221126.1"	0	0	0
"ENSG00000228176.1"	4	0	1
"ENSG00000222787.1"	0	0	0
"ENSG00000270927.1"	0	2	1
"ENSG00000233399.2"	3	4	3
"ENSG00000233372.1"	1	2	4
"ENSG00000231251.1"	1	0	0
"ENSG00000236335.1"	0	0	0
"ENSG00000231949.1"	2	1	0
"ENSG00000162510.5"	15	13	15
"ENSG00000186056.5"	271	90	118
"ENSG00000162511.7"	19866	7249	10886
"ENSG00000264773.1"	73	15	19
"ENSG00000229607.1"	0	0	0
"ENSG00000223382.3"	2	3	2
"ENSG00000222784.1"	1	2	0
"ENSG00000235143.1"	0	0	2
"ENSG00000162512.11"	74	23	32
"ENSG00000134644.11"	5004	2159	3455
"ENSG00000200154.1"	11	1	5
"ENSG00000202107.1"	22	11	25
"ENSG00000200181.1"	13	23	16
"ENSG00000237329.2"	0	1	1
"ENSG00000232768.1"	0	0	0
"ENSG00000215900.4"	0	0	0
"ENSG00000225142.2"	0	0	1
"ENSG00000084628.5"	4	4	3
"ENSG00000060688.8"	1326	842	1254
"ENSG00000229447.2"	60	19	46
"ENSG00000121766.10"	744	481	696
"ENSG00000229044.1"	0	0	3
"ENSG00000121769.3"	3	3	4
"ENSG00000168528.7"	66	29	30
"ENSG00000268950.1"	0	0	0
"ENSG00000215899.3"	0	7	2
"ENSG00000206981.1"	2	0	0
"ENSG00000228682.2"	20	7	8
"ENSG00000223907.1"	25	19	12
"ENSG00000229167.1"	0	1	5
"ENSG00000142910.11"	9	12	14
"ENSG00000121764.7"	7	5	7
"ENSG00000162517.8"	1257	570	840
"ENSG00000235790.3"	24	13	12
"ENSG00000264078.1"	7	2	3
"ENSG00000084636.13"	23	34	34
"ENSG00000121753.8"	77	34	48
"ENSG00000266580.1"	2	0	2
"ENSG00000254545.1"	0	1	0
"ENSG00000134668.8"	54	21	23
"ENSG00000203620.2"	0	3	7
"ENSG00000269967.1"	262	89	137
"ENSG00000184007.13"	7563	4927	6322
"ENSG00000212673.1"	0	1	1
"ENSG00000228634.1"	0	4	2
"ENSG00000121774.13"	4024	1448	1878
"ENSG00000203325.3"	0	2	1
"ENSG00000121775.13"	332	89	148
"ENSG00000266203.1"	6	2	1
"ENSG00000025800.9"	3232	1527	2215
"ENSG00000250135.1"	0	0	0
"ENSG00000084652.11"	1977	823	1229
"ENSG00000160050.10"	150	79	164
"ENSG00000224066.1"	136	34	52
"ENSG00000160051.7"	33	24	30
"ENSG00000222046.2"	2	4	2
"ENSG00000160055.15"	791	300	467
"ENSG00000084623.7"	1430	950	1244
"ENSG00000220785.3"	23	14	18
"ENSG00000183615.5"	19	3	4
"ENSG00000182866.12"	4710	3197	4347
"ENSG00000252450.1"	0	0	0
"ENSG00000116478.7"	3418	2389	3480
"ENSG00000175130.6"	352	82	110
"ENSG00000233775.1"	24	7	8
"ENSG00000162526.6"	27	12	16
"ENSG00000225828.1"	445	145	240
"ENSG00000160058.14"	3584	1929	2789
"ENSG00000224333.1"	0	0	0
"ENSG00000270850.1"	1	0	0
"ENSG00000229259.1"	1	0	1
"ENSG00000263529.1"	1	1	0
"ENSG00000254553.1"	0	0	0
"ENSG00000273274.1"	8	12	8
"ENSG00000160062.10"	5	16	10
"ENSG00000176261.11"	597	321	524
"ENSG00000200591.1"	0	1	0
"ENSG00000162521.14"	4335	2513	3324
"ENSG00000162520.10"	15	10	11
"ENSG00000224409.1"	0	2	1
"ENSG00000162522.6"	37	26	37
"ENSG00000134684.6"	1544	702	1028
"ENSG00000116497.13"	2531	1603	2326
"ENSG00000160097.11"	4	5	3
"ENSG00000121905.5"	7	4	12
"ENSG00000121900.14"	9	4	11
"ENSG00000221423.1"	1	0	0
"ENSG00000116514.12"	4246	1344	2028
"ENSG00000267885.1"	2	2	2
"ENSG00000217644.4"	0	0	0
"ENSG00000239670.1"	3	1	0
"ENSG00000236065.2"	0	3	1
"ENSG00000004455.12"	3285	2269	3248
"ENSG00000142920.12"	203	113	133
"ENSG00000116525.9"	478	111	197
"ENSG00000160094.10"	417	86	125
"ENSG00000270115.1"	146	30	66
"ENSG00000256142.1"	0	0	0
"ENSG00000184389.8"	45	19	33
"ENSG00000225313.2"	4	2	5
"ENSG00000134686.12"	8411	2140	3084
"ENSG00000266239.1"	101	23	31
"ENSG00000222112.1"	645	286	480
"ENSG00000233246.1"	10	7	10
"ENSG00000221225.1"	0	0	1
"ENSG00000234512.1"	6	4	9
"ENSG00000121903.10"	166	121	134
"ENSG00000235907.2"	1	0	0
"ENSG00000121904.13"	37	34	49
"ENSG00000227000.2"	0	3	1
"ENSG00000176256.6"	0	5	2
"ENSG00000231163.1"	3	3	3
"ENSG00000201148.1"	1	0	0
"ENSG00000142698.10"	9	2	7
"ENSG00000221053.1"	1	0	0
"ENSG00000270241.1"	0	0	2
"ENSG00000207941.1"	1	0	0
"ENSG00000163866.8"	1417	1039	1516
"ENSG00000189280.3"	5	0	1
"ENSG00000189433.5"	4	4	8
"ENSG00000255811.1"	13	9	6
"ENSG00000216162.1"	0	1	0
"ENSG00000188910.7"	7	3	4
"ENSG00000187513.8"	5	3	8
"ENSG00000230163.1"	0	1	0
"ENSG00000116544.7"	41	32	43
"ENSG00000252728.1"	0	1	0
"ENSG00000241014.1"	429	182	284
"ENSG00000271741.1"	8	2	10
"ENSG00000243749.1"	127	64	116
"ENSG00000163867.12"	1223	776	1056
"ENSG00000233940.1"	0	0	0
"ENSG00000197056.5"	666	429	551
"ENSG00000228348.1"	2	1	3
"ENSG00000116560.6"	13576	7637	10693
"ENSG00000201868.1"	1	0	3
"ENSG00000263591.1"	1	1	1
"ENSG00000146463.7"	1675	893	1353
"ENSG00000240374.2"	1	0	1
"ENSG00000201542.1"	18	4	8
"ENSG00000229994.1"	56	48	44
"ENSG00000227409.1"	0	0	0
"ENSG00000202129.1"	2	2	5
"ENSG00000142687.13"	5143	2009	2999
"ENSG00000236274.1"	1	0	2
"ENSG00000020129.11"	375	84	138
"ENSG00000239636.1"	267	146	225
"ENSG00000116819.6"	119	42	83
"ENSG00000126067.7"	742	424	622
"ENSG00000239859.2"	0	2	0
"ENSG00000142686.7"	239	181	280
"ENSG00000092853.9"	95	61	77
"ENSG00000232335.1"	0	0	0
"ENSG00000134698.10"	12033	7790	11193
"ENSG00000092847.6"	4435	1938	3195
"ENSG00000271164.1"	0	0	0
"ENSG00000271914.1"	5	1	1
"ENSG00000126070.14"	4936	3130	4291
"ENSG00000271554.1"	21	11	14
"ENSG00000232862.4"	0	4	4
"ENSG00000092850.7"	19	15	16
"ENSG00000116863.10"	829	576	790
"ENSG00000171812.6"	78	28	47
"ENSG00000054116.7"	1157	881	1254
"ENSG00000116871.11"	2619	671	1100
"ENSG00000264592.1"	0	1	0
"ENSG00000054118.9"	7940	4080	6275
"ENSG00000231849.1"	0	0	0
"ENSG00000214193.5"	224	78	115
"ENSG00000142694.6"	326	127	187
"ENSG00000116883.8"	36	9	5
"ENSG00000196182.6"	6278	1634	2322
"ENSG00000181817.5"	1265	334	482
"ENSG00000222821.1"	0	0	0
"ENSG00000116885.14"	12	20	15
"ENSG00000201448.1"	0	0	0
"ENSG00000116898.7"	433	223	339
"ENSG00000119535.13"	66029	24401	38341
"ENSG00000230214.1"	1	0	0
"ENSG00000234481.1"	3	0	1
"ENSG00000163873.5"	31	24	22
"ENSG00000264698.1"	0	0	0
"ENSG00000207328.1"	0	0	0
"ENSG00000223944.1"	2	1	0
"ENSG00000252368.1"	1	0	0
"ENSG00000230451.2"	1	0	0
"ENSG00000233621.1"	121	82	89
"ENSG00000163874.8"	1119	391	616
"ENSG00000163875.11"	1443	828	1361
"ENSG00000263675.1"	47	31	32
"ENSG00000163877.9"	1408	936	1301
"ENSG00000232273.1"	1	3	2
"ENSG00000237749.3"	0	0	3
"ENSG00000163879.9"	6	1	5
"ENSG00000134697.8"	852	542	764
"ENSG00000169218.9"	6	9	8
"ENSG00000116922.10"	453	229	369
"ENSG00000134690.6"	71	25	34
"ENSG00000183317.12"	17	12	30
"ENSG00000200421.1"	0	0	0
"ENSG00000238871.1"	0	1	0
"ENSG00000214141.4"	0	2	1
"ENSG00000227416.2"	2	1	1
"ENSG00000185090.10"	66	33	32
"ENSG00000233728.1"	17	7	11
"ENSG00000196449.3"	302	274	293
"ENSG00000197982.12"	232	170	279
"ENSG00000188786.9"	2448	1043	1548
"ENSG00000230610.1"	16	8	13
"ENSG00000235673.1"	0	0	1
"ENSG00000230955.1"	5	5	3
"ENSG00000204084.8"	1982	1268	1911
"ENSG00000252448.1"	0	0	1
"ENSG00000222282.1"	0	0	0
"ENSG00000183431.7"	1895	1212	1829
"ENSG00000212541.1"	0	0	1
"ENSG00000183386.5"	685	261	464
"ENSG00000183520.7"	556	388	519
"ENSG00000185668.5"	5	4	8
"ENSG00000224592.1"	3	8	2
"ENSG00000223589.2"	0	1	0
"ENSG00000265596.1"	0	0	0
"ENSG00000237290.1"	5	4	7
"ENSG00000200796.1"	1	0	0
"ENSG00000238063.1"	6	5	8
"ENSG00000215895.4"	3	2	5
"ENSG00000116954.7"	1173	681	1076
"ENSG00000228436.2"	70	19	40
"ENSG00000214114.4"	464	338	477
"ENSG00000131233.8"	0	0	0
"ENSG00000158315.6"	2	4	6
"ENSG00000199963.1"	1	0	1
"ENSG00000207466.1"	0	0	0
"ENSG00000235549.1"	0	3	0
"ENSG00000174574.11"	3089	1986	3257
"ENSG00000168653.6"	279	334	454
"ENSG00000127603.19"	34091	22318	30386
"ENSG00000206654.1"	0	0	1
"ENSG00000222378.1"	0	0	1
"ENSG00000270040.1"	20	6	10
"ENSG00000226438.1"	0	5	0
"ENSG00000217897.2"	0	1	3
"ENSG00000255103.1"	617	529	722
"ENSG00000183682.7"	1	1	10
"ENSG00000237624.1"	3	0	6
"ENSG00000182109.3"	167	75	88
"ENSG00000243970.1"	66	33	62
"ENSG00000090621.9"	2531	956	1460
"ENSG00000228060.1"	1	3	0
"ENSG00000201457.1"	11	13	9
"ENSG00000163909.6"	6	4	8
"ENSG00000225903.1"	1	0	2
"ENSG00000116981.3"	3	3	0
"ENSG00000116983.8"	213	109	140
"ENSG00000084072.12"	1165	575	884
"ENSG00000225333.5"	6	6	2
"ENSG00000252413.1"	0	0	0
"ENSG00000116985.6"	60	29	50
"ENSG00000198754.5"	17	9	6
"ENSG00000261798.1"	15	13	9
"ENSG00000229213.1"	0	0	0
"ENSG00000043514.11"	612	378	570
"ENSG00000202222.1"	15	10	17
"ENSG00000116990.9"	960	352	491
"ENSG00000236546.1"	1	1	1
"ENSG00000207356.1"	0	1	0
"ENSG00000168389.13"	135	74	129
"ENSG00000228477.1"	9	8	13
"ENSG00000131236.12"	14283	6559	10292
"ENSG00000131238.12"	6309	3435	4851
"ENSG00000226745.2"	2	3	0
"ENSG00000117000.8"	2405	1800	2491
"ENSG00000207508.1"	32	24	26
"ENSG00000188800.5"	8	4	5
"ENSG00000259943.1"	114	134	155
"ENSG00000084073.4"	2031	1234	1820
"ENSG00000231296.1"	0	1	0
"ENSG00000049089.9"	365	130	189
"ENSG00000227311.2"	0	1	0
"ENSG00000084070.7"	19844	7735	12139
"ENSG00000213172.3"	40	22	52
"ENSG00000187801.10"	116	82	103
"ENSG00000260920.1"	55	30	45
"ENSG00000187815.5"	183	138	155
"ENSG00000238287.1"	60	38	55
"ENSG00000164002.7"	313	228	263
"ENSG00000227278.1"	1	0	0
"ENSG00000238186.1"	0	3	0
"ENSG00000117010.11"	155	107	128
"ENSG00000236505.1"	1	1	0
"ENSG00000233910.1"	0	1	1
"ENSG00000117016.5"	151	71	90
"ENSG00000237899.1"	7	29	37
"ENSG00000272145.1"	368	284	500
"ENSG00000066136.15"	3141	1257	1959
"ENSG00000198974.1"	43	20	44
"ENSG00000207962.1"	76	43	82
"ENSG00000117013.10"	7	15	26
"ENSG00000264582.1"	0	1	1
"ENSG00000179862.5"	42	35	47
"ENSG00000229528.1"	0	2	1
"ENSG00000228940.1"	1	0	0
"ENSG00000233118.2"	1	0	0
"ENSG00000171793.9"	825	364	549
"ENSG00000171790.11"	40	18	18
"ENSG00000010803.12"	554	258	457
"ENSG00000215893.3"	0	0	0
"ENSG00000235358.1"	10	12	15
"ENSG00000213987.4"	1	0	0
"ENSG00000204060.4"	6	10	12
"ENSG00000229901.1"	0	1	2
"ENSG00000252563.1"	0	0	0
"ENSG00000127129.5"	4	7	6
"ENSG00000127124.9"	646	222	352
"ENSG00000230881.1"	1	0	1
"ENSG00000230638.3"	4	2	5
"ENSG00000264896.1"	0	0	0
"ENSG00000227538.1"	3	2	1
"ENSG00000228776.2"	1	4	0
"ENSG00000044012.3"	3	2	2
"ENSG00000197273.3"	2	0	1
"ENSG00000198815.4"	2622	1712	2392
"ENSG00000227527.2"	2	0	5
"ENSG00000177181.10"	17	10	14
"ENSG00000235002.1"	1	0	2
"ENSG00000066185.8"	29	20	29
"ENSG00000127125.7"	1334	580	975
"ENSG00000186409.10"	523	294	412
"ENSG00000230116.1"	5	3	13
"ENSG00000236876.2"	0	4	2
"ENSG00000200254.1"	5	3	8
"ENSG00000236180.2"	12	7	11
"ENSG00000171960.6"	394	330	462
"ENSG00000234917.1"	5	1	8
"ENSG00000065978.13"	17034	9989	14554
"ENSG00000164007.6"	4	7	1
"ENSG00000117385.11"	725	356	572
"ENSG00000164008.9"	474	256	366
"ENSG00000228452.1"	1	1	2
"ENSG00000177868.7"	372	334	464
"ENSG00000164010.9"	731	431	692
"ENSG00000228192.3"	26	21	37
"ENSG00000164011.13"	395	216	300
"ENSG00000233708.1"	4	4	7
"ENSG00000237090.1"	2	7	3
"ENSG00000225099.1"	3	1	0
"ENSG00000117394.15"	2180	1722	2403
"ENSG00000227533.1"	107	43	60
"ENSG00000207256.1"	0	2	1
"ENSG00000252803.1"	1	0	0
"ENSG00000186973.6"	0	3	0
"ENSG00000117395.6"	499	246	410
"ENSG00000243710.3"	26	16	9
"ENSG00000199240.1"	0	1	1
"ENSG00000179178.6"	4	7	5
"ENSG00000253313.1"	4	2	5
"ENSG00000066056.9"	25	16	24
"ENSG00000117400.10"	23	15	21
"ENSG00000234694.1"	58	29	45
"ENSG00000117399.9"	27	9	9
"ENSG00000066322.8"	1198	545	941
"ENSG00000159479.12"	870	645	834
"ENSG00000229431.1"	12	11	5
"ENSG00000198198.9"	4386	1348	1923
"ENSG00000229372.1"	17	6	6
"ENSG00000178922.12"	160	95	149
"ENSG00000229348.1"	6	5	6
"ENSG00000142949.12"	103	60	88
"ENSG00000066135.8"	2797	1538	2161
"ENSG00000236200.1"	22	13	18
"ENSG00000126091.15"	419	182	260
"ENSG00000229444.1"	0	3	1
"ENSG00000252201.1"	10	6	8
"ENSG00000233674.2"	33	10	16
"ENSG00000224751.2"	0	0	1
"ENSG00000117407.12"	2	12	8
"ENSG00000237950.1"	51	29	27
"ENSG00000117408.6"	404	151	244
"ENSG00000132768.9"	378	91	133
"ENSG00000117410.9"	5215	4213	6362
"ENSG00000117411.12"	38	17	25
"ENSG00000159214.8"	82	34	56
"ENSG00000196517.7"	259	96	134
"ENSG00000230615.2"	141	147	205
"ENSG00000227163.2"	1	0	0
"ENSG00000271647.1"	0	1	1
"ENSG00000239560.2"	2	2	0
"ENSG00000171872.4"	7	11	11
"ENSG00000233514.1"	3	0	0
"ENSG00000239275.1"	0	0	0
"ENSG00000226804.4"	1	0	1
"ENSG00000200171.1"	1	0	0
"ENSG00000238037.1"	0	0	0
"ENSG00000227994.1"	1	0	0
"ENSG00000271329.1"	0	0	1
"ENSG00000178028.9"	1541	641	760
"ENSG00000117419.10"	834	318	515
"ENSG00000233602.1"	89	31	31
"ENSG00000252146.1"	25	4	3
"ENSG00000199385.1"	0	3	2
"ENSG00000187147.13"	2360	778	1226
"ENSG00000263381.1"	1	0	1
"ENSG00000126106.9"	52	34	33
"ENSG00000198520.6"	321	100	131
"ENSG00000199377.1"	11	15	20
"ENSG00000200169.1"	2	14	4
"ENSG00000142945.8"	36	22	23
"ENSG00000225721.1"	16	14	11
"ENSG00000142937.7"	9588	8790	12281
"ENSG00000264294.1"	0	0	0
"ENSG00000200913.1"	14	69	20
"ENSG00000202031.1"	1	0	0
"ENSG00000207421.1"	0	0	0
"ENSG00000234093.2"	3	3	2
"ENSG00000142959.4"	22	8	9
"ENSG00000173846.8"	1144	323	475
"ENSG00000188396.2"	107	61	93
"ENSG00000222009.4"	244	36	74
"ENSG00000117425.9"	36	19	29
"ENSG00000202444.1"	0	0	0
"ENSG00000226499.1"	5	5	6
"ENSG00000070785.12"	401	264	402
"ENSG00000266294.1"	13	2	9
"ENSG00000253039.1"	0	1	0
"ENSG00000229815.1"	0	1	0
"ENSG00000232369.1"	1	0	0
"ENSG00000268949.1"	3	6	2
"ENSG00000126107.10"	1164	403	658
"ENSG00000126088.8"	888	567	771
"ENSG00000162415.6"	154	85	166
"ENSG00000264650.1"	1	2	3
"ENSG00000234315.1"	6	3	4
"ENSG00000221707.2"	0	0	0
"ENSG00000186603.4"	12	6	11
"ENSG00000132781.13"	505	210	343
"ENSG00000132773.7"	389	190	252
"ENSG00000070759.12"	668	357	502
"ENSG00000238945.1"	8	2	5
"ENSG00000236872.1"	2	0	0
"ENSG00000236624.4"	54	18	27
"ENSG00000132763.10"	93	27	28
